Training-set,CASF-2016,PDBbind2017-2020,CSAR
3sw9,,5l3g,
3sx4,,5thj,
3sx9,,5jhb,
3sxu,,6bvh,
3sz1,,1gpk,
3sz9,,5hv0,
3szb,,5w73,
5est,,5v1y,
5ew3,,5nea,
5f2k,,5j4y,
5fiv,,5ezx,
5fjw,,6dh8,
5fjx,,5mi6,
5fwg,,6rk4,
5hvp,,5zo7,
5lpr,,6afj,
5prc,,6o1g,
5tln,,5mwg,
6abp,,5x4q,
6-Apr,,4dew,
6cgt,,6mwe,
6cha,,5of0,
6fiv,,6b0v,
6gch,,5j5t,
6gpb,,6hb7,
6lpr,,5u2c,
6prc,,6bxy,
6rsa,,5fcw,
6tim,,5fl0,
7abp,,6no9,
7cpa,,5tfx,
7gch,,6kdz,
7gpb,,5xp7,
7hvp,,5ewd,
7kme,,5yyz,
7lpr,,6itq,
7prc,,5tg4,
830c,,6cd4,
8abp,,6rfn,
8gpb,,4yk6,
8hvp,,5aab,
8lpr,,5tbn,
9abp,,5a3q,
9hvp,,5w2q,
9icd,,5tt8,
9lpr,,5mxv,
4-Apr,,5n24,
4aq3,,6d3g,
4aqc,,5t2d,
4ark,,5neb,
4aro,,5zg3,
4as9,,1vso,
4ask,,6jam,
4asy,,6nfo,
4at3,,5t4u,
4at4,,4pl6,
4at5,,6q8c,
4au7,,6fui,
4au8,,5j7p,
4aua,,5tw3,
4auy,,5lh8,
4av0,,4yyt,
4avg,,5d6f,
4avt,,6iiv,
4avu,,6iil,
4avw,,5bnr,
4aw5,,5xpm,
4aw8,,5l3e,
4awf,,6f05,
4awg,,5z4o,
4awi,,5yfs,
4awj,,5eyz,
4awk,,5l4e,
4awm,,6byk,
4awo,,6cwn,
4awp,,6fam,
4awq,,6n5c,
4axa,,6drz,
1pmv,,6n3k,
1pmx,,5owf,
1pop,,1n1m,
1ppw,,6g6y,
1ppx,,5k0x,
1pq3,,5m5d,
1pq6,,4m7x,
1pqc,,5a3n,
1pr1,,5kh7,
1prl,,5lg3,
1prm,,6n93,
1pu7,,6hle,
1pu8,,5wi1,
1pum,,6htc,
1pun,,5lrg,
1puq,,6fz4,
1pus,,6uh0,
1pw6,,6fzu,
1pwp,,4ufe,
1pwq,,5q0m,
2k0x,,5ti2,
2k1q,,5q1b,
2k2g,,5vew,
2k2r,,5ejl,
2k31,,4zjc,
2k3w,,5fxq,
2k46,,5w88,
2k4i,,6iyw,
2k62,,5o5m,
2k7l,,6jz0,
2kaw,,4pvy,
2kbr,,5vio,
2kbs,,2ncz,
2kce,,5xkm,
2kdh,,6dak,
2ke1,,5icx,
2kff,,3cj2,
2kfg,,4qmn,
2kfh,,6o4w,
2kfx,,5nxv,
2kgi,,6rn9,
2khh,,4f9w,
2kmx,,6r1d,
2knh,,5laz,
2ko7,,5ugb,
2koh,,6dj7,
4fnz,,5twj,
4fob,,5f95,
4foc,,6cdm,
4fod,,6hvv,
4fpf,,6f3f,
4fpk,,5i2i,
4fqo,,5khh,
4fr3,,5lu2,
4fri,,4zcw,
4frj,,5nf6,
4frk,,5q0w,
4frs,,6gip,
4fs3,,6d4r,
4fse,,6mck,
4ft2,,6dh3,
4fvq,,5lsh,
4fvr,,5jg1,
4fxf,,6oos,
4fxj,,6ce8,
4fxy,,6fr0,
4fxz,,5egs,
4fyh,,6oe1,
4fyo,,6sfj,
4fz6,,5oxl,
3u9n,,5tl9,
3ua8,,6exi,
3ua9,,6f8v,
3ual,,5orj,
3uat,,5u9i,
3ubx,,6dar,
3ud5,,5jqb,
3ud7,,6jn3,
3ud8,,6pml,
3ud9,,6q89,
3uda,,5tcy,
3udj,,6eiz,
3udk,,4xwk,
3udm,,5w4e,
3udn,,6e3z,
3udp,,6eil,
3udq,,2j7h,
3udr,,6nfn,
3udv,,5oh4,
3udy,,5q18,
3ue4,,5ogl,
3uec,,6g28,
3ued,,5ioz,
3uef,,5fky,
3ueo,,5hgc,
3uf9,,5j4n,
3ufa,,6g22,
3ufl,,5wdc,
3ugc,,5aa8,
3uh2,,6ei5,
3uh4,,5y1y,
3uhm,,6mkq,
3ui2,,5kab,
5c7c,,5eif,
5c7d,,6c0s,
5c7e,,5xs8,
5c7f,,5eei,
5c83,,6oot,
5c84,,5yz7,
5c8k,,5vdu,
5c8m,,5d6e,
5c91,,5lli,
5cal,,6h2t,
5can,,6g3o,
5cao,,6duk,
5cav,,5fyx,
5ccl,,5mmp,
5ccm,,5byy,
5ceo,,4gkm,
5cf4,,5qa7,
5cf5,,5nxp,
5cf6,,6n77,
5cf8,,5y3o,
5cfa,,6s9d,
5cfb,,5y94,
5cgc,,5itd,
5cgd,,5l8y,
5cgj,,5jfd,
5ci7,,2x8z,
5agj,,5qaw,
5agu,,5gj9,
5agv,,5iok,
5ah2,,5q0q,
5ahu,,6ck6,
5ai0,,5ld8,
5ai1,,6hlb,
5ai4,,1mq6,
5ai5,,5u98,
5ai6,,5orb,
5ai8,,5his,
5ai9,,6ert,
5aia,,5lub,
5aib,,5i59,
5aic,,5ave,
5ais,,5web,
5aiv,,5xgh,
5aix,,5fxs,
5ajo,,5zwi,
5ajp,,6c91,
5ajv,,5bw4,
5ajw,,5dx4,
5ajx,,5jpt,
5ajy,,5w4s,
5ajz,,5zia,
5ak0,,6kjf,
5ak2,,3g0w,
5ak3,,5m1z,
5ak4,,5mno,
5ak5,,5ohj,
5ak6,,2xii,
5ake,,5ely,
5akg,,6evr,
5akh,,6dtw,
5aki,,6h52,
5akj,,6fhk,
5akk,,3dx2,
5akl,,6s4n,
2qic,,6hzx,
2qiq,,6pu3,
2qju,,6bin,
2qk5,,5t3n,
2qk8,,5oxg,
2qki,,5c87,
2qky,,5owa,
2ql5,,5ieg,
2ql7,,5k8v,
2ql9,,5dxu,
2qlb,,6j7e,
2qlf,,5jin,
2qlj,,6dd1,
2qlm,,2wbg,
2qln,,5f8y,
2qlq,,5wxh,
2qm7,,5q0t,
2qmd,,5nwb,
2qmf,,5lle,
2qn1,,5hey,
2qn2,,5ihc,
2qn3,,5sz3,
2qnb,,4jfs,
2qnx,,6mx8,
2qnz,,5anu,
2qo1,,5k0h,
2qo8,,6mo5,
2qoa,,6g5u,
2qoe,,5vc4,
2qoh,,6bfw,
2qp6,,4ynk,
2qp8,,1w3l,
2qpj,,6kdx,
2qq7,,5d0c,
2qqs,,5cks,
2qt5,,6r7k,
2qt9,,5exw,
2qtb,,5o9q,
1fq6,,5ngb,
1fq7,,5qac,
1fq8,,6ml9,
1fsg,,5jmp,
1fsw,,5y8c,
1fsy,,5orz,
1ft4,,3u5j,
1fta,,6r0x,
1ftj,,5ztn,
1ftk,,5ovr,
1ftl,,6hcu,
1fv9,,5z99,
1fvt,,5myr,
1fvv,,6hbn,
1fw0,,6rfj,
1fwe,,6ayi,
1fwu,,6eq1,
1fwv,,6me2,
1fyr,,5moo,
1g05,,5dya,
1g1e,,5f74,
1g27,,5e2w,
1g2a,,6b4u,
1g2m,,6h7j,
1g37,,5fol,
1g3b,,6g0w,
1g3c,,5dex,
1g3f,,6qtm,
1g3m,,6dj5,
1g42,,6hly,
1g49,,5osy,
4ea3,,6cf5,
4ear,,6fdp,
4eb9,,6awn,
4ebv,,6h7n,
4ebw,,5dy7,
4ec0,,5a6a,
4ec4,,5ukk,
4ede,,6ezq,
4edu,,6bix,
4edy,,2zcq,
4edz,,5pzn,
4ee0,,6r0k,
4eeh,,5z5v,
4eej,,6au5,
4eev,,5d7x,
4ef4,,5g1c,
4efg,,6qlp,
4eft,,6cq0,
4efu,,5mnb,
4eg4,,6hhi,
4eg5,,5tzh,
4eg6,,3su2,
4eg7,,5otz,
4ega,,6bcr,
4egh,,5m34,
4egi,,6bgg,
4eh2,,5hbe,
4eh3,,5mf6,
4eh4,,6nze,
4eh5,,6b5a,
4eh6,,6ntb,
4eh7,,5lj2,
4eh8,,5llp,
4eh9,,1jyq,
2xgm,,5eou,
2xgo,,5jmx,
2xgs,,5kew,
2xh5,,6hm2,
2xhr,,6ftf,
2xhs,,6md0,
2xhx,,5ewm,
2xi7,,6c9n,
2xix,,5tmn,
2xiy,,6bid,
2xiz,,5bqs,
2xj0,,6q73,
2xk1,,6miv,
2xk3,,4yk0,
2xk4,,5mi5,
2xk6,,5win,
2xk7,,5vqx,
2xk8,,5ye8,
2xk9,,6f3e,
2xkc,,6bfa,
2xkd,,5o1a,
2xke,,5lgr,
2xkf,,6fe1,
2xl2,,6cyh,
2xl3,,3twp,
2xlc,,6n78,
2xln,,6ob0,
2xm8,,5hjb,
2xm9,,6cq4,
2zv2,,6ee2,
3ans,,6dki,
3avg,,6e7t,
3b9s,,5kww,
3bi6,,6esn,
3bsc,,6qri,
3bym,,6c7x,
3c6t,,5q0r,
3chq,,5mja,
3cr4,,5iv2,
3d2r,,6dqb,
3daj,,6eks,
3dog,,6j81,
3du8,,6cfc,
3e7b,,5g2b,
3ekn,,5mw2,
3eql,,6die,
3ex2,,6mom,
3f3w,,5t52,
3fcb,,5x4m,
3fnm,,6ggd,
3fuf,,5eie,
3g0f,,5one,
3g9e,,6b7h,
3gp0,,5em9,
3h0b,,6ebe,
3h6z,,5swg,
3hf6,,5q0l,
3ho9,,6qzb,
3hv7,,6agg,
3i7c,,5o1b,
3ika,,5mng,
3ipx,,5trj,
3ivq,,6o3x,
3k15,,5yqx,
3k5u,,5jcj,
3kck,,5lz2,
4j4v,,4agp,
4j51,,5mgl,
4j52,,6fyi,
4j53,,5qaj,
4j5p,,4pli,
4j6i,,5zh2,
4j70,,6ej3,
4j73,,5zqo,
4j77,,5qap,
4j78,,6b8u,
4j79,,4qmt,
4j7i,,6df2,
4j81,,6ikm,
4j82,,6ovz,
4j84,,5vb7,
4j86,,6poq,
4j8b,,5czb,
4j8g,,5npc,
4j8m,,6p3t,
4j8r,,6m7h,
4j8s,,5b1s,
4j8t,,6hcw,
2ww0,,6uvp,
2ww2,,6n8y,
2wwj,,5tjx,
2wxd,,5y9l,
2wxf,,6pht,
2wxg,,5f5b,
2wxh,,6p12,
2wxi,,6miq,
2wxj,,6do3,
2wxk,,6htg,
2wxl,,6ppy,
2wxm,,5wo4,
2wxn,,5mzg,
2wxo,,5fnr,
2wxp,,6iez,
2wxq,,5uis,
2wxv,,6dh6,
2wyi,,5wa9,
2wyn,,5cp5,
2wzx,,6p83,
2wzy,,5li3,
2wzz,,6c1s,
2x24,,6nvg,
2x2c,,5xo7,
2x2i,,5l97,
2x2k,,6d4t,
2x2l,,6f9t,
2x2m,,5tr6,
2x38,,6h78,
2x39,,5f04,
2x3t,,4yb6,
2x4o,,4yxu,
2x4r,,6fcl,
2x4s,,6e6v,
2x4t,,6nzh,
2x4u,,5yjk,
2x52,,6f6i,
2x5o,,6hkj,
2x6d,,5ueu,
2x6e,,6rj2,
2x6f,,2iwx,
1jmi,,6ffi,
1jmq,,6aro,
1jn2,,4ufd,
1joc,,5tcj,
1joj,,6oy1,
1jp5,,5duw,
1jpl,,4py4,
1jq3,,4pcs,
1jq9,,5l0h,
1jqd,,6n17,
1jqe,,4u4s,
1jr1,,5vja,
1jrs,,5n53,
1jt1,,5svk,
1jtq,,5mae,
1juf,,5ii2,
1juj,,5hcl,
1juq,,6bw2,
1jut,,5zyi,
1juy,,5zh5,
1jvp,,5enf,
1jwm,,5jzi,
1jws,,2x00,
1sts,,5qae,
1tbz,,6gx3,
1tve,,4m0z,
1ung,,5d2a,
1uyd,,5ngf,
1vj6,,5czm,
1w2h,,6eo8,
1wb0,,4cr9,
1wvc,,5wae,
1xlz,,5d29,
1xur,,4uff,
1y91,,5icy,
1yvh,,5w44,
1z3t,,5trg,
1zkk,,6aan,
1zyj,,6u8b,
2a4l,,6o94,
2ai8,,6pyr,
2aou,,6d18,
2ay6,,5u6v,
2b7f,,5iu8,
2bow,,5x62,
2bzz,,5k1v,
2c8y,,5ti0,
2clv,,5fb0,
2df6,,6dvm,
2er0,,5ivs,
2f5t,,6htp,
2fjm,,5zqu,
2fwy,,5zfi,
2g9x,,4yx4,
2gg8,,2ndf,
2go4,,5ia4,
2h6k,,6czv,
2hk5,,5ts0,
2hz4,,5a4t,
1oe7,,4zcs,
1oeb,,6q6m,
1ofz,,4w9i,
1ogu,,6pvx,
1oh4,,6eqp,
1oi9,,6dq8,
1oim,,5uf0,
1oiq,,6jjn,
1oir,,6df1,
1oit,,6te6,
1oiu,,6np5,
1oiy,,3b68,
1oj5,,5flq,
1ok7,,5y0g,
1oko,,6p1d,
1okv,,6qzh,
1okw,,6e1y,
1okx,,5uch,
1oky,,6c5j,
1okz,,6f7t,
1ol1,,5var,
3avh,,5u4a,
3avi,,5f91,
3avj,,4zy2,
3avk,,6hgz,
3avl,,3pyy,
3avm,,6i0p,
3avn,,6etj,
3avz,,6qef,
3aw0,,6bm5,
3ax5,,4zx8,
3axk,,5egu,
3axm,,5lyy,
3ay0,,5vkm,
3ay9,,5ia1,
3aya,,6ugo,
3ayc,,6hbm,
3ayd,,6ei4,
3az8,,5y7z,
3az9,,6h5x,
3aza,,5eta,
3azb,,6iik,
3b0w,,6npm,
3b1t,,,
3b1u,,,
3b28,,,
3b2t,,,
3b2w,,,
3b78,,,
3b82,,,
3b8h,,,
3b8q,,,
3b8r,,,
3b8z,,,
3b95,,,
3b9g,,,
2ynn,,,
2ynr,,,
2yns,,,
2yof,,,
2yog,,,
2yoh,,,
2yoj,,,
2yol,,,
2yq6,,,
2ywp,,,
2z3h,,,
2z3z,,,
2z4b,,,
2z4r,,,
2z4w,,,
2z4y,,,
2z4z,,,
2z50,,,
2z52,,,
2z5o,,,
2z5s,,,
2z5t,,,
2z60,,,
2z6w,,,
2z78,,,
2z7g,,,
2z7h,,,
2z7i,,,
2z7r,,,
2z8e,,,
2z92,,,
2z97,,,
2z9g,,,
2za3,,,
2zas,,,
1cka,,,
1ckb,,,
1clu,,,
1cp6,,,
1cpi,,,
1cqp,,,
1cr6,,,
1cs4,,,
1csh,,,
1csi,,,
1csr,,,
1css,,,
1ctr,,,
1cw2,,,
1cwb,,,
1cwc,,,
1cx9,,,
1cyn,,,
1czc,,,
1cze,,,
1czk,,,
1czl,,,
1czo,,,
1czq,,,
1czr,,,
1d04,,,
1d1p,,,
1d2s,,,
1d3q,,,
1d3v,,,
3uqr,,,
3ur0,,,
3ur9,,,
3usn,,,
3ut5,,,
3uvk,,,
3uvl,,,
3uvm,,,
3uvn,,,
3uvo,,,
3uvp,,,
3uvq,,,
3uvu,,,
3uvw,,,
3uvx,,,
3uw9,,,
3uwk,,,
3uwl,,,
3uwo,,,
3ux0,,,
3uxg,,,
3uxm,,,
3uyt,,,
3uza,,,
3uzc,,,
3uzd,,,
3uzp,,,
3v01,,,
3v04,,,
3v0l,,,
3v0p,,,
3v1r,,,
3v2o,,,
3v2w,,,
3v2x,,,
3v30,,,
1e1y,,,
1e5a,,,
1e8h,,,
1e9h,,,
1eas,,,
1eat,,,
1eb1,,,
1ebg,,,
1eed,,,
1eef,,,
1eei,,,
1efi,,,
1eix,,,
1ej4,,,
1ek1,,,
1bjr,,,
1bkj,,,
1bkm,,,
1bky,,,
1bl4,,,
1bl6,,,
1bl7,,,
1bm2,,,
1bm6,,,
1bmb,,,
1bmk,,,
1bmm,,,
1bmn,,,
1bmq,,,
1bnm,,,
1bo5,,,
1bq3,,,
1bqm,,,
1bqn,,,
1bqo,,,
1br5,,,
1br8,,,
1bra,,,
1bsk,,,
1bt6,,,
1btn,,,
1bug,,,
1nzq,,,
1nzv,,,
1o0d,,,
1o0o,,,
1o2g,,,
1o2k,,,
1o2p,,,
1o2s,,,
1o2t,,,
1o2u,,,
1o2v,,,
1o2x,,,
1o2y,,,
1o32,,,
1o34,,,
1o37,,,
1o39,,,
1o3b,,,
1o3c,,,
1o3e,,,
1o3g,,,
1o3h,,,
1o3k,,,
1o41,,,
1o42,,,
1o43,,,
1o44,,,
1o45,,,
3hvc,,,
3hvg,,,
3hw1,,,
3hwn,,,
3hwx,,,
3hxb,,,
3hxc,,,
3hxd,,,
3hxe,,,
3hxf,,,
3hxi,,,
3hy5,,,
3hy7,,,
3hy9,,,
3hyf,,,
3hyg,,,
3hzy,,,
3i02,,,
3i06,,,
3i0r,,,
3i0s,,,
3i1y,,,
3i28,,,
3i3d,,,
3i4a,,,
3i5n,,,
3i5r,,,
3i6c,,,
3i6m,,,
3i6z,,,
3i7b,,,
1sve,,,
1svg,,,
1svh,,,
1swi,,,
1swk,,,
1swn,,,
1swp,,,
1syo,,,
1sz0,,,
1szm,,,
1t08,,,
1t13,,,
1t1r,,,
1t1s,,,
1t29,,,
1t2v,,,
1t37,,,
1t3t,,,
1t46,,,
1t48,,,
1t49,,,
1t4e,,,
1t4j,,,
1t4s,,,
1t5a,,,
1t69,,,
1t79,,,
1t7f,,,
1t7r,,,
1ta2,,,
4kz5,,,
4kz8,,,
4kza,,,
4kzc,,,
4kzl,,,
4l02,,,
4l09,,,
4l0b,,,
4l0i,,,
4l0l,,,
4l0s,,,
4l0t,,,
4l0v,,,
4l10,,,
4l1a,,,
4l1u,,,
4l23,,,
4l2f,,,
4l2g,,,
4l2k,,,
4l2x,,,
4l31,,,
4l32,,,
4l33,,,
4l34,,,
4l3o,,,
4l3p,,,
4l4l,,,
4l4m,,,
4l52,,,
4l53,,,
4l58,,,
4l5j,,,
4l6q,,,
4l6s,,,
4l70,,,
4l7b,,,
4l7c,,,
4l7d,,,
4l7f,,,
3g0g,,,
3g15,,,
3g1m,,,
3g2s,,,
3g2t,,,
3g2u,,,
3g2v,,,
3g2w,,,
3g3d,,,
3g3m,,,
3g3n,,,
3g42,,,
3g45,,,
3g4f,,,
3g4g,,,
3g4i,,,
3g4k,,,
3g4l,,,
3g58,,,
3g5d,,,
3g5v,,,
3g5y,,,
3g6g,,,
3g6h,,,
3g6m,,,
3g6z,,,
3g70,,,
3g72,,,
3g76,,,
3g7l,,,
3g86,,,
3g8e,,,
3g8i,,,
3g8o,,,
3g90,,,
1w2k,,,
1w2x,,,
1w31,,,
1w4l,,,
1w51,,,
1w6h,,,
1w6j,,,
1w6r,,,
1w6y,,,
1w70,,,
1w76,,,
1w7h,,,
1w7x,,,
1w80,,,
1w82,,,
1w83,,,
1w84,,,
1w8l,,,
1w8m,,,
1waw,,,
1wax,,,
1way,,,
2iws,,,
2iwu,,,
2iyf,,,
2izx,,,
2j2i,,,
2j3q,,,
2j4a,,,
2j4k,,,
2j4q,,,
2j4z,,,
2j50,,,
2j6m,,,
2j7w,,,
2j7x,,,
2j83,,,
2j87,,,
2j9a,,,
2j9h,,,
2j9l,,,
2j9n,,,
2ja3,,,
2jaj,,,
2jal,,,
2jb5,,,
2jb6,,,
2jbj,,,
2jbk,,,
2jbl,,,
2jbo,,,
1a8t,,,
1a9u,,,
1abf,,,
1abt,,,
1acj,,,
1ad8,,,
1af2,,,
1af6,,,
1ag9,,,
1agm,,,
1agw,,,
1aht,,,
1ahx,,,
1ahy,,,
1ai6,,,
1aj6,,,
1akq,,,
1akr,,,
1akt,,,
1aku,,,
1akv,,,
1akw,,,
1al7,,,
1al8,,,
1amn,,,
1anf,,,
1ao0,,,
1ao8,,,
1apb,,,
1apw,,,
1aq1,,,
1aq7,,,
1aqc,,,
1aqi,,,
1aqj,,,
1at5,,,
1at6,,,
1au0,,,
3ro4,,,
3rpr,,,
3rpv,,,
3rpy,,,
3rq7,,,
3rqe,,,
3rqf,,,
3rqg,,,
3rqw,,,
3rsb,,,
3rse,,,
3rsv,,,
3rt6,,,
3rth,,,
3rti,,,
3rtm,,,
3rtn,,,
3rtp,,,
3rtx,,,
3rul,,,
3rum,,,
3run,,,
3rup,,,
3rv3,,,
3rv6,,,
3rv7,,,
3rv9,,,
3rvg,,,
3rvi,,,
3rw9,,,
3rwc,,,
3rwd,,,
3rwe,,,
3nef,,,
3neg,,,
3new,,,
3nf3,,,
3nf6,,,
3nf7,,,
3nf8,,,
3nf9,,,
3nfk,,,
3nfl,,,
3nga,,,
3nif,,,
3nii,,,
3nij,,,
3nil,,,
3nin,,,
3njy,,,
3nk8,,,
3nkx,,,
3nlb,,,
3nm6,,,
3nmq,,,
3nnu,,,
3nnv,,,
3nnw,,,
3nnx,,,
3nok,,,
3np7,,,
3np9,,,
3npa,,,
3nrm,,,
3nrz,,,
2xuc,,,
2xuf,,,
2xui,,,
2xup,,,
2xuz,,,
2xv1,,,
2xvd,,,
2xvn,,,
2xwd,,,
2xwe,,,
2xwy,,,
2xx2,,,
2xx4,,,
2xx5,,,
2xxn,,,
2xxw,,,
2xxy,,,
2xyn,,,
2xyr,,,
2xyu,,,
1qon,,,
1qpb,,,
1qpe,,,
1qpf,,,
1qpl,,,
1qq9,,,
1qr3,,,
1qs4,,,
1qsc,,,
1qti,,,
1qtn,,,
1qvt,,,
1qvu,,,
1qw7,,,
1qwe,,,
1qwf,,,
1qwu,,,
1qx1,,,
1qxw,,,
1qxy,,,
1qxz,,,
1qy5,,,
1r0x,,,
1r10,,,
1r17,,,
1r1i,,,
1r2b,,,
1r58,,,
1r5g,,,
1r5h,,,
1r5n,,,
1r5v,,,
1r5w,,,
1r6g,,,
1r6z,,,
4n3r,,,
4n3w,,,
4n4s,,,
4n4t,,,
4n4v,,,
4n5g,,,
4n5t,,,
4n6y,,,
4n70,,,
4n7e,,,
4n7g,,,
4n7h,,,
4n7j,,,
4n7y,,,
4n84,,,
4n8d,,,
4n8e,,,
4n8r,,,
4n98,,,
4n99,,,
4n9b,,,
4n9d,,,
4n9e,,,
4na4,,,
4na7,,,
4na8,,,
4nah,,,
4nak,,,
4nal,,,
4nan,,,
4nat,,,
4nau,,,
4a51,,,
4a6v,,,
4a6w,,,
4a7b,,,
4a7c,,,
4a7j,,,
4a9c,,,
4a9i,,,
4a9m,,,
4a9n,,,
4a9r,,,
4a9s,,,
4a9t,,,
4a9u,,,
4aa0,,,
4aa1,,,
4aa2,,,
4aa4,,,
4aa5,,,
4aa7,,,
4aac,,,
4aaw,,,
4ab8,,,
4abi,,,
4abj,,,
4abk,,,
4abu,,,
4abv,,,
4ac3,,,
4acd,,,
4acf,,,
4acg,,,
4ach,,,
4acm,,,
4acu,,,
4acx,,,
4ael,,,
4af3,,,
4h2m,,,
4h2o,,,
4h36,,,
4h38,,,
4h39,,,
4h3a,,,
4h3b,,,
4h3c,,,
4h3i,,,
4h3q,,,
4h4b,,,
4h4d,,,
4h4e,,,
4h4m,,,
4h58,,,
4h5c,,,
4h5d,,,
4h5e,,,
4h71,,,
4hai,,,
4hbn,,,
4hbp,,,
4hbv,,,
4hbw,,,
4hbx,,,
4hby,,,
4hco,,,
3qcs,,,
3qcx,,,
3qcy,,,
3qd0,,,
3qd3,,,
3qd4,,,
3qel,,,
3qem,,,
3qfv,,,
3qg6,,,
3qi1,,,
3qi2,,,
3qi3,,,
3qi4,,,
3qio,,,
3qip,,,
3qiy,,,
3qiz,,,
3qj0,,,
3qj9,,,
3qk0,,,
3qk5,,,
3qkk,,,
3qkl,,,
3qkm,,,
3qkv,,,
3ql9,,,
3qlb,,,
3qlc,,,
3qmk,,,
3qn7,,,
3e7o,,,
3e8n,,,
3e8r,,,
3e8u,,,
3e9b,,,
3e9h,,,
3e9i,,,
3ebb,,,
3ecn,,,
3ee2,,,
3efj,,,
3efk,,,
3efr,,,
3efw,,,
3eg6,,,
3egk,,,
3ehn,,,
3eht,,,
3ehw,,,
3eid,,,
3eig,,,
3eio,,,
3ej1,,,
3ej5,,,
3ejs,,,
3ejt,,,
3eju,,,
3eka,,,
2uw8,,,
2uxu,,,
2uxx,,,
2uyi,,,
2uym,,,
2uyw,,,
2uz6,,,
2uzb,,,
2uzd,,,
2uze,,,
2uzj,,,
2uzl,,,
2uzn,,,
2uzo,,,
2uzv,,,
2v0c,,,
2v0n,,,
2v0z,,,
2v10,,,
2v11,,,
2v12,,,
2v13,,,
2v16,,,
2v22,,,
2v3e,,,
2v5a,,,
2v5x,,,
2v6n,,,
2v7d,,,
2v83,,,
2v85,,,
2osf,,,
2osm,,,
2ou7,,,
2ovq,,,
2ovx,,,
2ovz,,,
2ow0,,,
2ow1,,,
2ow2,,,
2ow3,,,
2ow6,,,
2ow7,,,
2ow9,,,
2owb,,,
2oyk,,,
2oyl,,,
2oz2,,,
2oz5,,,
2oz6,,,
2oz7,,,
2ozr,,,
2p0d,,,
2p0x,,,
2p1c,,,
2p2h,,,
2p2i,,,
2p33,,,
2p3d,,,
2p3g,,,
2p3o,,,
1uye,,,
1uyf,,,
1uyg,,,
1uyh,,,
1uyi,,,
1uyk,,,
1uym,,,
1uys,,,
1uze,,,
1v0m,,,
1v0n,,,
1v0o,,,
1v0p,,,
1v1k,,,
1v2h,,,
1v2m,,,
1v2p,,,
1v2q,,,
1v2v,,,
1v3x,,,
1v41,,,
1v79,,,
1vcj,,,
1vcu,,,
1vea,,,
1veb,,,
1vgc,,,
1vij,,,
1vik,,,
1vj5,,,
4inr,,,
4int,,,
4inu,,,
4io8,,,
4ipf,,,
4iq6,,,
4iqt,,,
4iqu,,,
4ir5,,,
4ir6,,,
4irx,,,
4is6,,,
4ith,,,
4iti,,,
4itj,,,
4iu0,,,
4iu1,,,
4iu4,,,
4iur,,,
4iut,,,
4iuu,,,
4iuv,,,
4ivk,,,
4ivs,,,
4ivt,,,
4iwd,,,
4ixh,,,
4ixu,,,
4ixv,,,
4iz0,,,
4izm,,,
4izy,,,
2r5b,,,
2r5d,,,
2r5q,,,
2r64,,,
2r6f,,,
2r6n,,,
2r6w,,,
2r6y,,,
2r7b,,,
2r7g,,,
2r8q,,,
2r9b,,,
2r9m,,,
2r9s,,,
2rc8,,,
2rc9,,,
2rcu,,,
2rcw,,,
2rcx,,,
2rf2,,,
2rfn,,,
2rfy,,,
2rg5,,,
2rg6,,,
2rgp,,,
2rgu,,,
2ria,,,
2rib,,,
2rip,,,
2rjp,,,
2rjr,,,
3kd7,,,
3kdt,,,
3kdu,,,
3kec,,,
3ked,,,
3kej,,,
3ken,,,
3kf4,,,
3kf7,,,
3kfa,,,
3kfc,,,
3kfn,,,
3kga,,,
3khj,,,
3khv,,,
3kid,,,
3kig,,,
3kjf,,,
3kjn,,,
3kjq,,,
3kl6,,,
3kl8,,,
3km4,,,
3kme,,,
3kmm,,,
3kn0,,,
3koo,,,
3kpu,,,
3kpv,,,
4kby,,,
4kc1,,,
4kc2,,,
4kc4,,,
4kcg,,,
4ke0,,,
4ke1,,,
4kfp,,,
4kg1,,,
4kii,,,
4kij,,,
4kil,,,
4kin,,,
4kio,,,
4kip,,,
4kiq,,,
4kiw,,,
4kju,,,
4kjv,,,
4klb,,,
4kln,,,
4klv,,,
4kmd,,,
4kmu,,,
4kn2,,,
4kn4,,,
4kn7,,,
4knb,,,
4kne,,,
4knr,,,
4knx,,,
4knz,,,
4kod,,,
4kom,,,
2w97,,,
2w9i,,,
2w9r,,,
2wa3,,,
2wa4,,,
2wa8,,,
2waj,,,
2wap,,,
2wbb,,,
2wbd,,,
2wcg,,,
2wcx,,,
2wd1,,,
2wd3,,,
2wd7,,,
2wei,,,
2wev,,,
2wey,,,
2wez,,,
2wf0,,,
2wf1,,,
2wf2,,,
2wf3,,,
2wf4,,,
2wfg,,,
2wfj,,,
2wgi,,,
2wgs,,,
2who,,,
2wi1,,,
2wi2,,,
2wi3,,,
2wi4,,,
2wi5,,,
2wi6,,,
2wi7,,,
2wib,,,
1gni,,,
1gnj,,,
1gny,,,
1gpy,,,
1gqs,,,
1gsf,,,
1gsz,,,
1gt1,,,
1gt3,,,
1gt4,,,
1gt5,,,
1gu3,,,
1gui,,,
1guw,,,
1gux,,,
1gvk,,,
1gvu,,,
1gwm,,,
1gwq,,,
1gwr,,,
1gww,,,
1gx0,,,
1gx4,,,
1gym,,,
1gz3,,,
1gz9,,,
1gzc,,,
